date,currency,rate
2024-02-10,ILS,3.9689
2024-02-11,ILS,3.9689
2024-02-12,ILS,3.954
2024-02-13,ILS,3.9322
2024-02-14,ILS,3.922
2024-02-15,ILS,3.8971
2024-02-16,ILS,3.8864
2024-02-17,ILS,3.8864
2024-02-18,ILS,3.8864
2024-02-19,ILS,3.9074
2024-02-20,ILS,3.9502
2024-02-21,ILS,3.9738
2024-02-22,ILS,3.9607
2024-02-23,ILS,3.9322
2024-02-24,ILS,3.9322
2024-02-25,ILS,3.9322
2024-02-26,ILS,3.9603
2024-02-27,ILS,3.9342
2024-02-28,ILS,3.8965
2024-02-29,ILS,3.8736
2024-03-01,ILS,3.8522
2024-03-02,ILS,3.8522
2024-03-03,ILS,3.8522
2024-03-04,ILS,3.8775
2024-03-05,ILS,3.9034
2024-03-06,ILS,3.9212
2024-03-07,ILS,3.9092
2024-03-08,ILS,3.9083
2024-03-09,ILS,3.9083
2024-03-10,ILS,3.9083
2024-03-11,ILS,3.9429
2024-03-12,ILS,3.9921
2024-03-13,ILS,3.9947
2024-03-14,ILS,3.9682
2024-03-15,ILS,3.9811
2024-03-16,ILS,3.9811
2024-03-17,ILS,3.9811
2024-03-18,ILS,3.9759
2024-03-19,ILS,3.9805
2024-03-20,ILS,3.9816
2024-03-21,ILS,3.9186
2024-03-22,ILS,3.9265
2024-03-23,ILS,3.9265
2024-03-24,ILS,3.9265
2024-03-25,ILS,3.9369
2024-03-26,ILS,3.9747
2024-03-27,ILS,3.9582
2024-03-28,ILS,3.9799
2024-03-29,ILS,3.9799
2024-03-30,ILS,3.9799
2024-03-31,ILS,3.9799
2024-04-01,ILS,3.9799
2024-04-02,ILS,3.9826
2024-04-03,ILS,4.0165
2024-04-04,ILS,4.0339
2024-04-05,ILS,4.0725
2024-04-06,ILS,4.0725
2024-04-07,ILS,4.0725
2024-04-08,ILS,4.0033
2024-04-09,ILS,4.011
2024-04-10,ILS,4.0324
2024-04-11,ILS,4.03
2024-04-12,ILS,4.0175
2024-04-13,ILS,4.0175
2024-04-14,ILS,4.0175
2024-04-15,ILS,3.9578
2024-04-16,ILS,4.0001
2024-04-17,ILS,4.0173
2024-04-18,ILS,4.0363
2024-04-19,ILS,4.0181
2024-04-20,ILS,4.0181
2024-04-21,ILS,4.0181
2024-04-22,ILS,4.0054
2024-04-23,ILS,4.0422
2024-04-24,ILS,4.0339
2024-04-25,ILS,4.0646
2024-04-26,ILS,4.0798
2024-04-27,ILS,4.0798
2024-04-28,ILS,4.0798
2024-04-29,ILS,4.0316
2024-04-30,ILS,4.0172
2024-05-01,ILS,4.0172
2024-05-02,ILS,4.0046
2024-05-03,ILS,3.9943
2024-05-04,ILS,3.9943
2024-05-05,ILS,3.9943
2024-05-06,ILS,4.0322
2024-05-07,ILS,4.0056
2024-05-08,ILS,3.9883
2024-05-09,ILS,4.014
2024-05-10,ILS,4.0091
2024-05-11,ILS,4.0091
2024-05-12,ILS,4.0091
2024-05-13,ILS,4.0161
2024-05-14,ILS,4.0089
2024-05-15,ILS,4.003
2024-05-16,ILS,4.0057
2024-05-17,ILS,4.0318
2024-05-18,ILS,4.0318
2024-05-19,ILS,4.0318
2024-05-20,ILS,4.0267
2024-05-21,ILS,3.9892
2024-05-22,ILS,3.9853
2024-05-23,ILS,3.9863
2024-05-24,ILS,3.9801
2024-05-25,ILS,3.9801
2024-05-26,ILS,3.9801
2024-05-27,ILS,3.9851
2024-05-28,ILS,3.9948
2024-05-29,ILS,4.0153
2024-05-30,ILS,4.0247
2024-05-31,ILS,4.0342
2024-06-01,ILS,4.0342
2024-06-02,ILS,4.0342
2024-06-03,ILS,3.9692
2024-06-04,ILS,4.005
2024-06-05,ILS,4.0302
2024-06-06,ILS,4.0503
2024-06-07,ILS,4.0723
2024-06-08,ILS,4.0723
2024-06-09,ILS,4.0723
2024-06-10,ILS,4.0242
2024-06-11,ILS,3.9923
2024-06-12,ILS,3.9902
2024-06-13,ILS,4.0108
2024-06-14,ILS,3.9848
2024-06-15,ILS,3.9848
2024-06-16,ILS,3.9848
2024-06-17,ILS,3.9919
2024-06-18,ILS,3.9867
2024-06-19,ILS,3.9958
2024-06-20,ILS,3.9948
2024-06-21,ILS,4.0097
2024-06-22,ILS,4.0097
2024-06-23,ILS,4.0097
2024-06-24,ILS,4.0003
2024-06-25,ILS,3.9968
2024-06-26,ILS,4.0054
2024-06-27,ILS,4.0171
2024-06-28,ILS,4.02
2024-06-29,ILS,4.02
2024-06-30,ILS,4.02
2024-07-01,ILS,4.0304
2024-07-02,ILS,4.0411
2024-07-03,ILS,4.0496
2024-07-04,ILS,4.0476
2024-07-05,ILS,4.0169
2024-07-06,ILS,4.0169
2024-07-07,ILS,4.0169
2024-07-08,ILS,4.0023
2024-07-09,ILS,3.9723
2024-07-10,ILS,3.9574
2024-07-11,ILS,3.9516
2024-07-12,ILS,3.9529
2024-07-13,ILS,3.9529
2024-07-14,ILS,3.9529
2024-07-15,ILS,3.9409
2024-07-16,ILS,3.9524
2024-07-17,ILS,3.9702
2024-07-18,ILS,3.9742
2024-07-19,ILS,3.9805
2024-07-20,ILS,3.9805
2024-07-21,ILS,3.9805
2024-07-22,ILS,3.9593
2024-07-23,ILS,3.9314
2024-07-24,ILS,3.9403
2024-07-25,ILS,3.9666
2024-07-26,ILS,3.9788
2024-07-27,ILS,3.9788
2024-07-28,ILS,3.9788
2024-07-29,ILS,4.0321
2024-07-30,ILS,4.044
2024-07-31,ILS,4.0822
2024-08-01,ILS,4.0855
2024-08-02,ILS,4.1211
2024-08-03,ILS,4.1211
2024-08-04,ILS,4.1211
2024-08-05,ILS,4.2013
2024-08-06,ILS,4.1979
2024-08-07,ILS,4.1367
2024-08-08,ILS,4.1511
2024-08-09,ILS,4.0722
2024-08-10,ILS,4.0722
2024-08-11,ILS,4.0722
2024-08-12,ILS,4.1171
2024-08-13,ILS,4.0855
2024-08-14,ILS,4.1127
2024-08-15,ILS,4.077
2024-08-16,ILS,4.0359
2024-08-17,ILS,4.0359
2024-08-18,ILS,4.0359
2024-08-19,ILS,4.0907
2024-08-20,ILS,4.1073
2024-08-21,ILS,4.1395
2024-08-22,ILS,4.1455
2024-08-23,ILS,4.1184
2024-08-24,ILS,4.1184
2024-08-25,ILS,4.1184
2024-08-26,ILS,4.0966
2024-08-27,ILS,4.1135
2024-08-28,ILS,4.0759
2024-08-29,ILS,4.0671
2024-08-30,ILS,4.0245
2024-08-31,ILS,4.0245
2024-09-01,ILS,4.0245
2024-09-02,ILS,4.0415
2024-09-03,ILS,4.0623
2024-09-04,ILS,4.1074
2024-09-05,ILS,4.1011
2024-09-06,ILS,4.116
2024-09-07,ILS,4.116
2024-09-08,ILS,4.116
2024-09-09,ILS,4.1425
2024-09-10,ILS,4.1539
2024-09-11,ILS,4.1538
2024-09-12,ILS,4.1344
2024-09-13,ILS,4.1105
2024-09-14,ILS,4.1105
2024-09-15,ILS,4.1105
2024-09-16,ILS,4.1641
2024-09-17,ILS,4.1808
2024-09-18,ILS,4.1916
2024-09-19,ILS,4.1899
2024-09-20,ILS,4.2077
2024-09-21,ILS,4.2077
2024-09-22,ILS,4.2077
2024-09-23,ILS,4.201
2024-09-24,ILS,4.1947
2024-09-25,ILS,4.205
2024-09-26,ILS,4.1132
2024-09-27,ILS,4.1296
2024-09-28,ILS,4.1296
2024-09-29,ILS,4.1296
2024-09-30,ILS,4.1491
2024-10-01,ILS,4.1262
2024-10-02,ILS,4.1917
2024-10-03,ILS,4.1859
2024-10-04,ILS,4.2022
2024-10-05,ILS,4.2022
2024-10-06,ILS,4.2022
2024-10-07,ILS,4.1583
2024-10-08,ILS,4.1473
2024-10-09,ILS,4.1205
2024-10-10,ILS,4.1238
2024-10-11,ILS,4.1103
2024-10-12,ILS,4.1103
2024-10-13,ILS,4.1103
2024-10-14,ILS,4.1029
2024-10-15,ILS,4.0905
2024-10-16,ILS,4.1013
2024-10-17,ILS,4.0823
2024-10-18,ILS,4.0226
2024-10-19,ILS,4.0226
2024-10-20,ILS,4.0226
2024-10-21,ILS,4.0948
2024-10-22,ILS,4.0871
2024-10-23,ILS,4.0845
2024-10-24,ILS,4.0804
2024-10-25,ILS,4.1062
2024-10-26,ILS,4.1062
2024-10-27,ILS,4.1062
2024-10-28,ILS,4.0327
2024-10-29,ILS,4.0298
2024-10-30,ILS,4.0214
2024-10-31,ILS,4.0441
2024-11-01,ILS,4.0681
2024-11-02,ILS,4.0681
2024-11-03,ILS,4.0681
2024-11-04,ILS,4.0879
2024-11-05,ILS,4.0828
2024-11-06,ILS,4.0115
2024-11-07,ILS,4.0094
2024-11-08,ILS,4.024
2024-11-09,ILS,4.024
2024-11-10,ILS,4.024
2024-11-11,ILS,3.9832
2024-11-12,ILS,3.982
2024-11-13,ILS,3.9774
2024-11-14,ILS,3.9374
2024-11-15,ILS,3.9586
2024-11-16,ILS,3.9586
2024-11-17,ILS,3.9586
2024-11-18,ILS,3.9468
2024-11-19,ILS,3.9611
2024-11-20,ILS,3.9413
2024-11-21,ILS,3.9291
2024-11-22,ILS,3.8717
2024-11-23,ILS,3.8717
2024-11-24,ILS,3.8717
2024-11-25,ILS,3.8493
2024-11-26,ILS,3.8402
2024-11-27,ILS,3.8504
2024-11-28,ILS,3.8453
2024-11-29,ILS,3.8411
2022-12-30,INR,88.171
2022-12-31,INR,88.171
2023-01-01,INR,88.171
2023-01-02,INR,88.426
2023-01-03,INR,87.4095
2023-01-04,INR,87.791
2023-01-05,INR,87.4755
2023-01-06,INR,86.9103
2023-01-07,INR,86.9103
2023-01-08,INR,86.9103
2023-01-09,INR,88.078
2023-01-10,INR,87.703
2023-01-11,INR,87.812
2023-01-12,INR,87.783
2023-01-13,INR,88.096
2023-01-14,INR,88.096
2023-01-15,INR,88.096
2023-01-16,INR,88.2795
2023-01-17,INR,88.577
2023-01-18,INR,88.142
2023-01-19,INR,88.046
2023-01-20,INR,87.817
2023-01-21,INR,87.817
2023-01-22,INR,87.817
2023-01-23,INR,88.452
2023-01-24,INR,88.6235
2023-01-25,INR,88.7258
2023-01-26,INR,88.8255
2023-01-27,INR,88.672
2023-01-28,INR,88.672
2023-01-29,INR,88.672
2023-01-30,INR,88.8885
2023-01-31,INR,88.636
2023-02-01,INR,89.106
2023-02-02,INR,90.3015
2023-02-03,INR,89.592
2023-02-04,INR,89.592
2023-02-05,INR,89.592
2023-02-06,INR,89.0922
2023-02-07,INR,88.5096
2023-02-08,INR,88.594
2023-02-09,INR,88.8905
2023-02-10,INR,88.2475
2023-02-11,INR,88.2475
2023-02-12,INR,88.2475
2023-02-13,INR,88.395
2023-02-14,INR,89.1227
2023-02-15,INR,88.6415
2023-02-16,INR,88.4574
2023-02-17,INR,88.021
2023-02-18,INR,88.021
2023-02-19,INR,88.021
2023-02-20,INR,88.306
2023-02-21,INR,88.2835
2023-02-22,INR,88.238
2023-02-23,INR,87.6695
2023-02-24,INR,87.4845
2023-02-25,INR,87.4845
2023-02-26,INR,87.4845
2023-02-27,INR,87.336
2023-02-28,INR,87.7205
2023-03-01,INR,88.0848
2023-03-02,INR,87.5365
2023-03-03,INR,86.9185
2023-03-04,INR,86.9185
2023-03-05,INR,86.9185
2023-03-06,INR,87.1445
2023-03-07,INR,87.2625
2023-03-08,INR,86.421
2023-03-09,INR,86.6215
2023-03-10,INR,86.9375
2023-03-11,INR,86.9375
2023-03-12,INR,86.9375
2023-03-13,INR,88.046
2023-03-14,INR,88.431
2023-03-15,INR,87.3125
2023-03-16,INR,87.7298
2023-03-17,INR,87.787
2023-03-18,INR,87.787
2023-03-19,INR,87.787
2023-03-20,INR,88.49
2023-03-21,INR,89.0308
2023-03-22,INR,89.08
2023-03-23,INR,89.481
2023-03-24,INR,88.565
2023-03-25,INR,88.565
2023-03-26,INR,88.565
2023-03-27,INR,88.6672
2023-03-28,INR,89.064
2023-03-29,INR,89.2985
2023-03-30,INR,89.3575
2023-03-31,INR,89.3995
2023-04-01,INR,89.3995
2023-04-02,INR,89.3995
2023-04-03,INR,89.471
2023-04-04,INR,89.59
2023-04-05,INR,89.7215
2023-04-06,INR,89.3655
2023-04-07,INR,89.3655
2023-04-08,INR,89.3655
2023-04-09,INR,89.3655
2023-04-10,INR,89.3655
2023-04-11,INR,89.5205
2023-04-12,INR,89.6875
2023-04-13,INR,90.1665
2023-04-14,INR,90.3595
2023-04-15,INR,90.3595
2023-04-16,INR,90.3595
2023-04-17,INR,90.0607
2023-04-18,INR,89.9955
2023-04-19,INR,89.8985
2023-04-20,INR,89.9365
2023-04-21,INR,90.109
2023-04-22,INR,90.109
2023-04-23,INR,90.109
2023-04-24,INR,90.1255
2023-04-25,INR,90.331
2023-04-26,INR,90.2465
2023-04-27,INR,90.3185
2023-04-28,INR,89.8555
2023-04-29,INR,89.8555
2023-04-30,INR,89.8555
2023-05-01,INR,89.8555
2023-05-02,INR,89.7515
2023-05-03,INR,90.3465
2023-05-04,INR,90.5495
2023-05-05,INR,90.001
2023-05-06,INR,90.001
2023-05-07,INR,90.001
2023-05-08,INR,90.2775
2023-05-09,INR,89.9495
2023-05-10,INR,89.8185
2023-05-11,INR,89.6905
2023-05-12,INR,89.52
2023-05-13,INR,89.52
2023-05-14,INR,89.52
2023-05-15,INR,89.499
2023-05-16,INR,89.4655
2023-05-17,INR,89.1878
2023-05-18,INR,89.2915
2023-05-19,INR,89.4215
2023-05-20,INR,89.4215
2023-05-21,INR,89.4215
2023-05-22,INR,89.671
2023-05-23,INR,89.2675
2023-05-24,INR,89.1473
2023-05-25,INR,88.8055
2023-05-26,INR,88.8049
2023-05-27,INR,88.8049
2023-05-28,INR,88.8049
2023-05-29,INR,88.52
2023-05-30,INR,88.7985
2023-05-31,INR,88.34
2023-06-01,INR,88.207
2023-06-02,INR,88.638
2023-06-03,INR,88.638
2023-06-04,INR,88.638
2023-06-05,INR,88.3255
2023-06-06,INR,88.2295
2023-06-07,INR,88.416
2023-06-08,INR,88.617
2023-06-09,INR,88.89
2023-06-10,INR,88.89
2023-06-11,INR,88.89
2023-06-12,INR,88.733
2023-06-13,INR,88.863
2023-06-14,INR,88.6945
2023-06-15,INR,88.9825
2023-06-16,INR,89.7953
2023-06-17,INR,89.7953
2023-06-18,INR,89.7953
2023-06-19,INR,89.5125
2023-06-20,INR,89.7525
2023-06-21,INR,89.5765
2023-06-22,INR,90.03
2023-06-23,INR,89.2205
2023-06-24,INR,89.2205
2023-06-25,INR,89.2205
2023-06-26,INR,89.5565
2023-06-27,INR,89.7945
2023-06-28,INR,89.7465
2023-06-29,INR,89.7065
2023-06-30,INR,89.2065
2023-07-01,INR,89.2065
2023-07-02,INR,89.2065
2023-07-03,INR,89.3225
2023-07-04,INR,89.358
2023-07-05,INR,89.5175
2023-07-06,INR,89.849
2023-07-07,INR,90.0465
2023-07-08,INR,90.0465
2023-07-09,INR,90.0465
2023-07-10,INR,90.4985
2023-07-11,INR,90.5655
2023-07-12,INR,90.7173
2023-07-13,INR,91.7935
2023-07-14,INR,92.1985
2023-07-15,INR,92.1985
2023-07-16,INR,92.1985
2023-07-17,INR,92.1073
2023-07-18,INR,92.3335
2023-07-19,INR,92.1095
2023-07-20,INR,91.781
2023-07-21,INR,91.175
2023-07-22,INR,91.175
2023-07-23,INR,91.175
2023-07-24,INR,90.78
2023-07-25,INR,90.4445
2023-07-26,INR,90.7231
2023-07-27,INR,91.1385
2023-07-28,INR,90.501
2023-07-29,INR,90.501
2023-07-30,INR,90.501
2023-07-31,INR,90.669
2023-08-01,INR,90.2555
2023-08-02,INR,90.675
2023-08-03,INR,90.4965
2023-08-04,INR,90.73
2023-08-05,INR,90.73
2023-08-06,INR,90.73
2023-08-07,INR,90.8738
2023-08-08,INR,90.6614
2023-08-09,INR,90.8795
2023-08-10,INR,91.0983
2023-08-11,INR,91.097
2023-08-12,INR,91.097
2023-08-13,INR,91.097
2023-08-14,INR,90.818
2023-08-15,INR,91.0615
2023-08-16,INR,90.8435
2023-08-17,INR,90.4995
2023-08-18,INR,90.2825
2023-08-19,INR,90.2825
2023-08-20,INR,90.2825
2023-08-21,INR,90.6615
2023-08-22,INR,90.322
2023-08-23,INR,89.3258
2023-08-24,INR,89.5195
2023-08-25,INR,89.304
2023-08-26,INR,89.304
2023-08-27,INR,89.304
2023-08-28,INR,89.304
2023-08-29,INR,89.4335
2023-08-30,INR,90.0188
2023-08-31,INR,89.9293
2023-09-01,INR,89.697
2023-09-02,INR,89.697
2023-09-03,INR,89.697
2023-09-04,INR,89.3045
2023-09-05,INR,89.0965
2023-09-06,INR,89.341
2023-09-07,INR,89.0955
2023-09-08,INR,88.861
2023-09-09,INR,88.861
2023-09-10,INR,88.861
2023-09-11,INR,88.9735
2023-09-12,INR,88.826
2023-09-13,INR,89.0805
2023-09-14,INR,89.053
2023-09-15,INR,88.615
2023-09-16,INR,88.615
2023-09-17,INR,88.615
2023-09-18,INR,88.8295
2023-09-19,INR,89.1438
2023-09-20,INR,88.9123
2023-09-21,INR,88.3718
2023-09-22,INR,88.2975
2023-09-23,INR,88.2975
2023-09-24,INR,88.2975
2023-09-25,INR,88.377
2023-09-26,INR,88.2995
2023-09-27,INR,87.6505
2023-09-28,INR,87.6395
2023-09-29,INR,88.0165
2023-09-30,INR,88.0165
2023-10-01,INR,88.0165
2023-10-02,INR,87.575
2023-10-03,INR,87.1175
2023-10-04,INR,87.3975
2023-10-05,INR,87.627
2023-10-06,INR,87.834
2023-10-07,INR,87.834
2023-10-08,INR,87.834
2023-10-09,INR,87.7205
2023-10-10,INR,88.0845
2023-10-11,INR,88.198
2023-10-12,INR,88.3925
2023-10-13,INR,87.634
2023-10-14,INR,87.634
2023-10-15,INR,87.634
2023-10-16,INR,87.7315
2023-10-17,INR,87.9585
2023-10-18,INR,87.954
2023-10-19,INR,87.87
2023-10-20,INR,87.983
2023-10-21,INR,87.983
2023-10-22,INR,87.983
2023-10-23,INR,88.101
2023-10-24,INR,88.3058
2023-10-25,INR,87.9665
2023-10-26,INR,87.7355
2023-10-27,INR,87.751
2023-10-28,INR,87.751
2023-10-29,INR,87.751
2023-10-30,INR,88.305
2023-10-31,INR,88.4195
2023-11-01,INR,87.7525
2023-11-02,INR,88.704
2023-11-03,INR,89.0545
2023-11-04,INR,89.0545
2023-11-05,INR,89.0545
2023-11-06,INR,89.396
2023-11-07,INR,88.9765
2023-11-08,INR,88.876
2023-11-09,INR,89.053
2023-11-10,INR,88.9803
2023-11-11,INR,88.9803
2023-11-12,INR,88.9803
2023-11-13,INR,88.844
2023-11-14,INR,89.1958
2023-11-15,INR,90.2937
2023-11-16,INR,90.3145
2023-11-17,INR,90.5065
2023-11-18,INR,90.5065
2023-11-19,INR,90.5065
2023-11-20,INR,91.106
2023-11-21,INR,91.2425
2023-11-22,INR,90.903
2023-11-23,INR,90.815
2023-11-24,INR,91.039
2023-11-25,INR,91.039
2023-11-26,INR,91.039
2023-11-27,INR,91.2743
2023-11-28,INR,91.255
2023-11-29,INR,91.528
2023-11-30,INR,91.1143
2023-12-01,INR,90.6125
2023-12-02,INR,90.6125
2023-12-03,INR,90.6125
2023-12-04,INR,90.62
2023-12-05,INR,90.1885
2023-12-06,INR,89.8275
2023-12-07,INR,89.794
2023-12-08,INR,89.8875
2023-12-09,INR,89.8875
2023-12-10,INR,89.8875
2023-12-11,INR,89.6798
2023-12-12,INR,90.0765
2023-12-13,INR,89.9635
2023-12-14,INR,90.993
2023-12-15,INR,90.941
2023-12-16,INR,90.941
2023-12-17,INR,90.941
2023-12-18,INR,90.79
2023-12-19,INR,91.1835
2023-12-20,INR,91.0595
2023-12-21,INR,91.4335
2023-12-22,INR,91.628
2023-12-23,INR,91.628
2023-12-24,INR,91.628
2023-12-25,INR,91.628
2023-12-26,INR,91.628
2023-12-27,INR,92.186
2023-12-28,INR,92.449
2023-12-29,INR,91.9045
2023-12-30,INR,91.9045
2023-12-31,INR,91.9045
2024-01-01,INR,91.9045
2024-01-02,INR,91.285
2024-01-03,INR,90.965
2024-01-04,INR,91.1745
2024-01-05,INR,90.81
2024-01-06,INR,90.81
2024-01-07,INR,90.81
2024-01-08,INR,90.9655
2024-01-09,INR,90.9195
2024-01-10,INR,90.8755
2024-01-11,INR,91.209
2024-01-12,INR,90.735
2024-01-13,INR,90.735
2024-01-14,INR,90.735
2024-01-15,INR,90.698
2024-01-16,INR,90.425
2024-01-17,INR,90.4265
2024-01-18,INR,90.4295
2024-01-19,INR,90.4485
2024-01-20,INR,90.4485
2024-01-21,INR,90.4485
2024-01-22,INR,90.5305
2024-01-23,INR,90.3655
2024-01-24,INR,90.6274
2024-01-25,INR,90.5475
2024-01-26,INR,90.369
2024-01-27,INR,90.369
2024-01-28,INR,90.369
2024-01-29,INR,89.9995
2024-01-30,INR,90.1575
2024-01-31,INR,90.001
2024-02-01,INR,89.733
2024-02-02,INR,90.232
2024-02-03,INR,90.232
2024-02-04,INR,90.232
2024-02-05,INR,89.2515
2024-02-06,INR,89.2155
2024-02-07,INR,89.422
2024-02-08,INR,89.2765
2024-02-09,INR,89.4363
2024-02-10,INR,89.4363
2024-02-11,INR,89.4363
2024-02-12,INR,89.4321
2024-02-13,INR,89.579
2024-02-14,INR,88.956
2024-02-15,INR,89.221
2024-02-16,INR,89.3815
2024-02-17,INR,89.3815
2024-02-18,INR,89.3815
2024-02-19,INR,89.462
2024-02-20,INR,89.6045
2024-02-21,INR,89.632
2024-02-22,INR,89.871
2024-02-23,INR,89.817
2024-02-24,INR,89.817
2024-02-25,INR,89.817
2024-02-26,INR,89.9375
2024-02-27,INR,89.9755
2024-02-28,INR,89.5955
2024-02-29,INR,89.7458
2024-03-01,INR,89.6135
2024-03-02,INR,89.6135
2024-03-03,INR,89.6135
2024-03-04,INR,89.9399
2024-03-05,INR,89.9525
2024-03-06,INR,90.056
2024-03-07,INR,90.1205
2024-03-08,INR,90.4365
2024-03-09,INR,90.4365
2024-03-10,INR,90.4365
2024-03-11,INR,90.4095
2024-03-12,INR,90.356
2024-03-13,INR,90.594
2024-03-14,INR,90.522
2024-03-15,INR,90.259
2024-03-16,INR,90.259
2024-03-17,INR,90.259
2024-03-18,INR,90.285
2024-03-19,INR,90.1065
2024-03-20,INR,90.24
2024-03-21,INR,90.656
2024-03-22,INR,90.409
2024-03-23,INR,90.409
2024-03-24,INR,90.409
2024-03-25,INR,90.368
2024-03-26,INR,90.4365
2024-03-27,INR,90.134
2024-03-28,INR,90.1365
2024-03-29,INR,90.1365
2024-03-30,INR,90.1365
2024-03-31,INR,90.1365
2024-04-01,INR,90.1365
2024-04-02,INR,89.649
2024-04-03,INR,90.0055
2024-04-04,INR,90.5116
2024-04-05,INR,90.3283
2024-04-06,INR,90.3283
2024-04-07,INR,90.3283
2024-04-08,INR,90.159
2024-04-09,INR,90.4135
2024-04-10,INR,90.3585
2024-04-11,INR,89.4385
2024-04-12,INR,88.914
2024-04-13,INR,88.914
2024-04-14,INR,88.914
2024-04-15,INR,88.895
2024-04-16,INR,88.8975
2024-04-17,INR,89.008
2024-04-18,INR,89.188
2024-04-19,INR,88.9228
2024-04-20,INR,88.9228
2024-04-21,INR,88.9228
2024-04-22,INR,88.628
2024-04-23,INR,88.9475
2024-04-24,INR,89.0435
2024-04-25,INR,89.3155
2024-04-26,INR,89.3191
2024-04-27,INR,89.3191
2024-04-28,INR,89.3191
2024-04-29,INR,89.461
2024-04-30,INR,89.4155
2024-05-01,INR,89.4155
2024-05-02,INR,89.2938
2024-05-03,INR,89.671
2024-05-04,INR,89.671
2024-05-05,INR,89.671
2024-05-06,INR,89.9875
2024-05-07,INR,89.898
2024-05-08,INR,89.7015
2024-05-09,INR,89.607
2024-05-10,INR,90.0185
2024-05-11,INR,90.0185
2024-05-12,INR,90.0185
2024-05-13,INR,90.133
2024-05-14,INR,90.16
2024-05-15,INR,90.4445
2024-05-16,INR,90.73
2024-05-17,INR,90.3883
2024-05-18,INR,90.3883
2024-05-19,INR,90.3883
2024-05-20,INR,90.4715
2024-05-21,INR,90.5115
2024-05-22,INR,90.2135
2024-05-23,INR,90.3445
2024-05-24,INR,90.104
2024-05-25,INR,90.104
2024-05-26,INR,90.104
2024-05-27,INR,90.1393
2024-05-28,INR,90.515
2024-05-29,INR,90.529
2024-05-30,INR,90.073
2024-05-31,INR,90.5255
2024-06-01,INR,90.5255
2024-06-02,INR,90.5255
2024-06-03,INR,90.125
2024-06-04,INR,90.6925
2024-06-05,INR,90.708
2024-06-06,INR,90.7135
2024-06-07,INR,90.889
2024-06-08,INR,90.889
2024-06-09,INR,90.889
2024-06-10,INR,89.8004
2024-06-11,INR,89.6748
2024-06-12,INR,89.949
2024-06-13,INR,90.112
2024-06-14,INR,89.266
2024-06-15,INR,89.266
2024-06-16,INR,89.266
2024-06-17,INR,89.4895
2024-06-18,INR,89.3885
2024-06-19,INR,89.682
2024-06-20,INR,89.6225
2024-06-21,INR,89.315
2024-06-22,INR,89.315
2024-06-23,INR,89.315
2024-06-24,INR,89.5833
2024-06-25,INR,89.3855
2024-06-26,INR,89.323
2024-06-27,INR,89.242
2024-06-28,INR,89.2495
2024-06-29,INR,89.2495
2024-06-30,INR,89.2495
2024-07-01,INR,89.6575
2024-07-02,INR,89.5417
2024-07-03,INR,89.836
2024-07-04,INR,90.199
2024-07-05,INR,90.3685
2024-07-06,INR,90.3685
2024-07-07,INR,90.3685
2024-07-08,INR,90.4705
2024-07-09,INR,90.291
2024-07-10,INR,90.4015
2024-07-11,INR,90.7165
2024-07-12,INR,90.9585
2024-07-13,INR,90.9585
2024-07-14,INR,90.9585
2024-07-15,INR,91.168
2024-07-16,INR,91.1115
2024-07-17,INR,91.3642
2024-07-18,INR,91.4125
2024-07-19,INR,91.117
2024-07-20,INR,91.117
2024-07-21,INR,91.117
2024-07-22,INR,91.0885
2024-07-23,INR,90.9075
2024-07-24,INR,90.808
2024-07-25,INR,90.8915
2024-07-26,INR,90.9495
2024-07-27,INR,90.9495
2024-07-28,INR,90.9495
2024-07-29,INR,90.574
2024-07-30,INR,90.6235
2024-07-31,INR,90.625
2024-08-01,INR,90.3485
2024-08-02,INR,90.728
2024-08-03,INR,90.728
2024-08-04,INR,90.728
2024-08-05,INR,92.2765
2024-08-06,INR,91.5925
2024-08-07,INR,91.695
2024-08-08,INR,91.759
2024-08-09,INR,91.655
2024-08-10,INR,91.655
2024-08-11,INR,91.655
2024-08-12,INR,91.7375
2024-08-13,INR,91.761
2024-08-14,INR,92.5025
2024-08-15,INR,92.4385
2024-08-16,INR,92.2775
2024-08-17,INR,92.2775
2024-08-18,INR,92.2775
2024-08-19,INR,92.6085
2024-08-20,INR,92.8445
2024-08-21,INR,93.2585
2024-08-22,INR,93.478
2024-08-23,INR,93.309
2024-08-24,INR,93.309
2024-08-25,INR,93.309
2024-08-26,INR,93.6635
2024-08-27,INR,93.674
2024-08-28,INR,93.3565
2024-08-29,INR,93.023
2024-08-30,INR,92.9485
2024-08-31,INR,92.9485
2024-09-01,INR,92.9485
2024-09-02,INR,92.8075
2024-09-03,INR,92.669
2024-09-04,INR,92.7985
2024-09-05,INR,93.1987
2024-09-06,INR,93.206
2024-09-07,INR,93.206
2024-09-08,INR,93.206
2024-09-09,INR,92.711
2024-09-10,INR,92.6325
2024-09-11,INR,92.743
2024-09-12,INR,92.49
2024-09-13,INR,92.988
2024-09-14,INR,92.988
2024-09-15,INR,92.988
2024-09-16,INR,93.302
2024-09-17,INR,93.305
2024-09-18,INR,93.1315
2024-09-19,INR,93.325
2024-09-20,INR,93.274
2024-09-21,INR,93.274
2024-09-22,INR,93.274
2024-09-23,INR,92.8955
2024-09-24,INR,93.151
2024-09-25,INR,93.575
2024-09-26,INR,93.297
2024-09-27,INR,93.384
2024-09-28,INR,93.384
